filename,flag,start,duration,word,tokenized,count_tokens,sp_id_and_ch_id,filename_path
LSP-65554-0012_1,1,8.51,0.5,SLIM,"['s', 'l', 'im']",3,-65554-0012,./train-clean-360/6339/65554/6339-65554-0012.flac
LSP-160955-0031_1,1,1.94,0.63,LACES,"['l', 'ac', 'es']",3,-160955-0031,./train-other-500/2998/160955/2998-160955-0031.flac
LSP-122810-0038_1,1,8.41,0.53,SHALT,"['sh', 'al', 't']",3,-122810-0038,./train-clean-360/439/122810/439-122810-0038.flac
LSP-20034-0007_1,1,7.6,0.52,GILT,"['g', 'il', 't']",3,-20034-0007,./train-clean-360/4358/20034/4358-20034-0007.flac
LSP-151049-0043_1,1,10.0,0.69,RAVING,"['ra', 'v', 'ing']",3,-151049-0043,./train-other-500/2198/151049/2198-151049-0043.flac
LSP-40544-0020_1,1,1.31,0.58,BEACON,"['be', 'ac', 'on']",3,-40544-0020,./train-clean-360/6446/40544/6446-40544-0020.flac
LSP-65924-0006_1,1,10.96,0.59,RAGING,"['r', 'ag', 'ing']",3,-65924-0006,./train-other-500/6548/65924/6548-65924-0006.flac
LSP-91801-0103_1,1,0.53,0.65,TERENCE,"['ter', 'en', 'ce']",3,-91801-0103,./train-clean-360/7090/91801/7090-91801-0103.flac
LSP-4447-0033_1,1,9.21,0.54,BATES,"['b', 'at', 'es']",3,-4447-0033,./train-clean-360/30/4447/30-4447-0033.flac
LSP-141599-0001_1,1,0.8,0.52,THEREFORE,"['there', 'fo', 're']",3,-141599-0001,./train-other-500/1621/141599/1621-141599-0001.flac
LSP-65546-0024_1,1,9.66,0.59,ALMANAC,"['al', 'man', 'ac']",3,-65546-0024,./train-other-500/6557/65546/6557-65546-0024.flac
LSP-160438-0021_1,1,1.92,0.53,RESORT,"['res', 'or', 't']",3,-160438-0021,./train-clean-360/2201/160438/2201-160438-0021.flac
LSP-295385-0003_1,1,7.04,0.55,ROUSED,"['r', 'ous', 'ed']",3,-295385-0003,./train-clean-100/8051/295385/8051-295385-0003.flac
LSP-22450-0008_1,1,5.8,0.61,VERONA,"['ver', 'on', 'a']",3,-22450-0008,./train-other-500/5628/22450/5628-22450-0008.flac
LSP-149890-0019_1,1,5.05,0.63,ROUNDS,"['r', 'ound', 's']",3,-149890-0019,./train-clean-360/2285/149890/2285-149890-0019.flac
LSP-57826-0021_1,1,1.47,0.5,CAIRO,"['ca', 'i', 'ro']",3,-57826-0021,./train-other-500/6030/57826/6030-57826-0021.flac
LSP-22756-0044_1,1,4.79,0.51,FETCH,"['fe', 't', 'ch']",3,-22756-0044,./train-other-500/2026/22756/2026-22756-0044.flac
LSP-19402-0012_1,1,16.89,0.5,TRUNK,"['tr', 'un', 'k']",3,-19402-0012,./train-clean-100/3699/19402/3699-19402-0012.flac
LSP-116804-0058_1,1,10.28,0.51,HITHER,"['h', 'i', 'ther']",3,-116804-0058,./train-clean-360/8193/116804/8193-116804-0058.flac
LSP-91072-0076_1,1,7.43,0.53,SEWARD,"['se', 'w', 'ard']",3,-91072-0076,./train-clean-360/7313/91072/7313-91072-0076.flac
LSP-5341-0005_1,1,3.97,0.51,DINED,"['d', 'in', 'ed']",3,-5341-0005,./train-clean-360/2592/5341/2592-5341-0005.flac
LSP-26962-0030_1,1,2.74,0.52,GALLO,"['g', 'all', 'o']",3,-26962-0030,./train-other-500/1989/26962/1989-26962-0030.flac
LSP-11251-0011_1,1,4.89,0.5,OTTO,"['o', 't', 'to']",3,-11251-0011,./train-other-500/1492/11251/1492-11251-0011.flac
LSP-110061-0000_1,1,3.7,0.58,MOTTO,"['mo', 't', 'to']",3,-110061-0000,./train-clean-360/7962/110061/7962-110061-0000.flac
LSP-2163-0030_1,1,6.81,0.55,GARMENT,"['g', 'ar', 'ment']",3,-2163-0030,./train-other-500/5248/2163/5248-2163-0030.flac
LSP-295007-0032_1,1,2.04,0.53,POSTING,"['po', 'st', 'ing']",3,-295007-0032,./train-other-500/8664/295007/8664-295007-0032.flac
LSP-131044-0011_1,1,2.46,0.52,BESET,"['b', 'es', 'et']",3,-131044-0011,./train-clean-100/909/131044/909-131044-0011.flac
LSP-57477-0002_1,1,8.5,0.5,PLACING,"['pl', 'ac', 'ing']",3,-57477-0002,./train-other-500/5636/57477/5636-57477-0002.flac
LSP-133630-0026_1,1,1.57,0.64,DEUCE,"['de', 'u', 'ce']",3,-133630-0026,./train-clean-360/359/133630/359-133630-0026.flac
LSP-20034-0004_1,1,1.87,0.57,CAPS,"['ca', 'p', 's']",3,-20034-0004,./train-clean-360/4358/20034/4358-20034-0004.flac
LSP-129796-0005_1,1,0.26,0.5,SAILED,"['sa', 'il', 'ed']",3,-129796-0005,./train-other-500/557/129796/557-129796-0005.flac
LSP-139469-0078_1,1,7.23,0.58,HEATS,"['he', 'at', 's']",3,-139469-0078,./train-clean-100/2002/139469/2002-139469-0078.flac
LSP-72200-0025_1,1,3.3,0.5,ACHING,"['a', 'ch', 'ing']",3,-72200-0025,./train-clean-360/7285/72200/7285-72200-0025.flac
LSP-163246-0117_1,1,4.24,0.66,ARDUOUS,"['ard', 'u', 'ous']",3,-163246-0117,./train-other-500/2997/163246/2997-163246-0117.flac
LSP-139009-0094_1,1,8.37,0.59,TEXT,"['t', 'ex', 't']",3,-139009-0094,./train-clean-360/583/139009/583-139009-0094.flac
LSP-84007-0013_1,1,12.35,0.58,RHONE,"['r', 'h', 'one']",3,-84007-0013,./train-other-500/7199/84007/7199-84007-0013.flac
LSP-1185-0010_1,1,13.86,0.51,NOTICING,"['not', 'ic', 'ing']",3,-1185-0010,./train-other-500/5023/1185/5023-1185-0010.flac
LSP-89894-0024_1,1,2.13,0.54,FORSAKE,"['for', 'sa', 'ke']",3,-89894-0024,./train-clean-360/7558/89894/7558-89894-0024.flac
LSP-66176-0042_1,1,11.5,0.74,PERILOUS,"['per', 'il', 'ous']",3,-66176-0042,./train-clean-360/6269/66176/6269-66176-0042.flac
LSP-96241-0014_1,1,9.41,0.54,EXTEND,"['ex', 't', 'end']",3,-96241-0014,./train-clean-360/6788/96241/6788-96241-0014.flac
LSP-16012-0036_1,1,7.22,0.5,ENEMY,"['en', 'e', 'my']",3,-16012-0036,./train-other-500/4423/16012/4423-16012-0036.flac
LSP-121055-0170_1,1,4.36,0.5,BAH,"['b', 'a', 'h']",3,-121055-0170,./train-other-500/51/121055/51-121055-0170.flac
LSP-87279-0008_1,1,2.37,0.53,PLAYTHING,"['pl', 'ay', 'thing']",3,-87279-0008,./train-other-500/7492/87279/7492-87279-0008.flac
LSP-20044-0018_1,1,6.79,0.58,TWAIN,"['t', 'w', 'ain']",3,-20044-0018,./train-other-500/3465/20044/3465-20044-0018.flac
LSP-65818-0039_1,1,8.26,0.53,WANTON,"['w', 'ant', 'on']",3,-65818-0039,./train-other-500/6610/65818/6610-65818-0039.flac
LSP-862-0028_1,1,1.77,0.64,FASTEN,"['f', 'ast', 'en']",3,-862-0028,./train-clean-360/329/862/329-862-0028.flac
LSP-127773-0094_1,1,2.49,0.51,POLLEN,"['po', 'll', 'en']",3,-127773-0094,./train-other-500/2625/127773/2625-127773-0094.flac
LSP-62535-0019_1,1,5.42,0.55,RISEN,"['r', 'is', 'en']",3,-62535-0019,./train-other-500/6153/62535/6153-62535-0019.flac
LSP-294554-0036_1,1,11.46,0.61,GARMENT,"['g', 'ar', 'ment']",3,-294554-0036,./train-clean-360/8725/294554/8725-294554-0036.flac
LSP-130131-0006_1,1,12.3,0.5,RAILS,"['ra', 'il', 's']",3,-130131-0006,./train-clean-360/3361/130131/3361-130131-0006.flac
LSP-230928-0004_1,1,13.27,0.57,IRISH,"['ir', 'is', 'h']",3,-230928-0004,./train-clean-360/6099/230928/6099-230928-0004.flac
LSP-292563-0025_1,1,10.61,0.67,REAPER,"['re', 'a', 'per']",3,-292563-0025,./train-other-500/7389/292563/7389-292563-0025.flac
LSP-5912-0011_1,1,4.8,0.55,APPLE,"['ap', 'p', 'le']",3,-5912-0011,./train-clean-360/3118/5912/3118-5912-0011.flac
LSP-187464-0054_1,1,3.74,0.67,CONNELL,"['con', 'ne', 'll']",3,-187464-0054,./train-clean-360/711/187464/711-187464-0054.flac
LSP-3068-0012_1,1,9.3,0.72,DEFEAT,"['de', 'fe', 'at']",3,-3068-0012,./train-other-500/4402/3068/4402-3068-0012.flac
LSP-114256-0027_1,1,14.68,0.56,BANION,"['b', 'an', 'ion']",3,-114256-0027,./train-clean-360/8066/114256/8066-114256-0027.flac
LSP-14931-0006_1,1,1.91,0.65,ANTRIM,"['ant', 'r', 'im']",3,-14931-0006,./train-other-500/4447/14931/4447-14931-0006.flac
LSP-150894-0011_1,1,9.58,0.97,ABODES,"['ab', 'od', 'es']",3,-150894-0011,./train-other-500/2195/150894/2195-150894-0011.flac
LSP-103481-0006_1,1,9.62,0.54,SURF,"['su', 'r', 'f']",3,-103481-0006,./train-clean-360/1066/103481/1066-103481-0006.flac
LSP-204996-0058_1,1,0.86,0.53,STOKE,"['s', 'to', 'ke']",3,-204996-0058,./train-other-500/5280/204996/5280-204996-0058.flac
LSP-64094-0008_1,1,0.83,0.52,EXPAND,"['ex', 'p', 'and']",3,-64094-0008,./train-other-500/6943/64094/6943-64094-0008.flac
LSP-28465-0034_1,1,0.92,0.5,GATEWAY,"['g', 'ate', 'way']",3,-28465-0034,./train-clean-360/5092/28465/5092-28465-0034.flac
LSP-139469-0061_1,1,0.54,0.58,LAMENT,"['l', 'am', 'ent']",3,-139469-0061,./train-clean-100/2002/139469/2002-139469-0061.flac
LSP-139707-0030_1,1,9.18,0.55,RECOVERY,"['re', 'co', 'very']",3,-139707-0030,./train-clean-360/1629/139707/1629-139707-0030.flac
LSP-154282-0007_1,1,13.8,0.51,PLAID,"['pl', 'a', 'id']",3,-154282-0007,./train-clean-360/2785/154282/2785-154282-0007.flac
LSP-130095-0002_1,1,0.56,0.58,INSECT,"['in', 'se', 'ct']",3,-130095-0002,./train-other-500/810/130095/810-130095-0002.flac
LSP-39660-0026_1,1,0.71,0.55,INHERIT,"['in', 'her', 'it']",3,-39660-0026,./train-clean-360/6300/39660/6300-39660-0026.flac
LSP-281345-0039_1,1,5.78,0.54,PIOUS,"['p', 'i', 'ous']",3,-281345-0039,./train-other-500/7255/281345/7255-281345-0039.flac
LSP-122819-0030_1,1,6.99,0.5,PAINT,"['p', 'ain', 't']",3,-122819-0030,./train-clean-100/426/122819/426-122819-0030.flac
LSP-133043-0031_1,1,3.69,0.52,CONTEND,"['con', 't', 'end']",3,-133043-0031,./train-other-500/2152/133043/2152-133043-0031.flac
LSP-148436-0006_1,1,8.62,0.55,STEVE,"['st', 'e', 've']",3,-148436-0006,./train-clean-100/1867/148436/1867-148436-0006.flac
LSP-126928-0036_1,1,1.51,0.58,MYRIAD,"['my', 'ri', 'ad']",3,-126928-0036,./train-clean-360/593/126928/593-126928-0036.flac
LSP-135136-0028_1,1,1.79,0.54,HIMSELF,"['him', 'sel', 'f']",3,-135136-0028,./train-other-500/1280/135136/1280-135136-0028.flac
LSP-123511-0046_1,1,9.22,0.5,THORIS,"['th', 'or', 'is']",3,-123511-0046,./train-other-500/91/123511/91-123511-0046.flac
LSP-90852-0022_1,1,0.72,0.52,FARED,"['f', 'are', 'd']",3,-90852-0022,./train-clean-360/7241/90852/7241-90852-0022.flac
LSP-110061-0113_1,1,9.06,0.73,EXALT,"['ex', 'al', 't']",3,-110061-0113,./train-clean-360/7962/110061/7962-110061-0113.flac
LSP-126549-0022_1,1,5.44,0.63,RELATE,"['re', 'l', 'ate']",3,-126549-0022,./train-other-500/1152/126549/1152-126549-0022.flac
LSP-92934-0003_1,1,1.97,0.54,KEEPER,"['ke', 'e', 'per']",3,-92934-0003,./train-clean-360/7294/92934/7294-92934-0003.flac
LSP-135777-0031_1,1,1.14,0.68,WEEP,"['we', 'e', 'p']",3,-135777-0031,./train-other-500/1250/135777/1250-135777-0031.flac
LSP-156170-0028_1,1,9.85,0.71,CARGO,"['c', 'ar', 'go']",3,-156170-0028,./train-other-500/1085/156170/1085-156170-0028.flac
LSP-129623-0108_1,1,13.81,0.55,WORKED,"['wor', 'k', 'ed']",3,-129623-0108,./train-clean-360/576/129623/576-129623-0108.flac
LSP-168626-0051_1,1,6.43,0.51,HALT,"['h', 'al', 't']",3,-168626-0051,./train-clean-360/3328/168626/3328-168626-0051.flac
LSP-134312-0054_1,1,6.95,0.58,JERK,"['j', 'er', 'k']",3,-134312-0054,./train-clean-360/476/134312/476-134312-0054.flac
LSP-53342-0075_1,1,5.58,0.53,BORNE,"['b', 'or', 'ne']",3,-53342-0075,./train-clean-360/6567/53342/6567-53342-0075.flac
LSP-284756-0059_1,1,8.41,0.5,QUICK,"['qu', 'ic', 'k']",3,-284756-0059,./train-clean-100/8088/284756/8088-284756-0059.flac
LSP-258259-0007_1,1,1.26,0.64,IRONS,"['ir', 'on', 's']",3,-258259-0007,./train-other-500/8422/258259/8422-258259-0007.flac
LSP-11599-0008_1,1,3.06,0.55,INHERENT,"['in', 'her', 'ent']",3,-11599-0008,./train-clean-100/3235/11599/3235-11599-0008.flac
LSP-1799-0004_1,1,8.76,0.53,HOMELY,"['ho', 'me', 'ly']",3,-1799-0004,./train-other-500/4487/1799/4487-1799-0004.flac
LSP-25947-0026_1,1,7.82,0.58,ENEMY,"['en', 'e', 'my']",3,-25947-0026,./train-clean-100/5049/25947/5049-25947-0026.flac
LSP-141140-0053_1,1,10.22,0.6,POSTA,"['po', 'st', 'a']",3,-141140-0053,./train-other-500/2279/141140/2279-141140-0053.flac
LSP-14936-0071_1,1,3.65,0.56,STRESS,"['st', 'res', 's']",3,-14936-0071,./train-clean-360/4363/14936/4363-14936-0071.flac
LSP-7258-0017_1,1,2.58,0.53,KARAIN,"['k', 'ar', 'ain']",3,-7258-0017,./train-other-500/4005/7258/4005-7258-0017.flac
LSP-233361-0008_1,1,13.24,0.61,PENIS,"['p', 'en', 'is']",3,-233361-0008,./train-other-500/5719/233361/5719-233361-0008.flac
LSP-124443-0010_1,1,2.8,0.52,SEWARD,"['se', 'w', 'ard']",3,-124443-0010,./train-other-500/727/124443/727-124443-0010.flac
LSP-34606-0027_1,1,4.82,0.54,PEDANT,"['p', 'ed', 'ant']",3,-34606-0027,./train-clean-100/6147/34606/6147-34606-0027.flac
LSP-121385-0021_1,1,0.18,0.63,BENDING,"['b', 'end', 'ing']",3,-121385-0021,./train-other-500/1485/121385/1485-121385-0021.flac
LSP-156154-0058_1,1,8.02,0.6,WARP,"['w', 'ar', 'p']",3,-156154-0058,./train-clean-360/2499/156154/2499-156154-0058.flac
LSP-182389-0022_1,1,14.11,0.5,FOLDED,"['fo', 'ld', 'ed']",3,-182389-0022,./train-clean-360/3989/182389/3989-182389-0022.flac
LSP-73974-0031_1,1,7.12,0.55,HEAPS,"['he', 'ap', 's']",3,-73974-0031,./train-other-500/4969/73974/4969-73974-0031.flac
LSP-127691-0026_1,1,13.87,0.69,FILMY,"['f', 'il', 'my']",3,-127691-0026,./train-clean-360/606/127691/606-127691-0026.flac
LSP-152267-0003_1,1,7.34,0.65,THEREFORE,"['there', 'fo', 're']",3,-152267-0003,./train-clean-360/2272/152267/2272-152267-0003.flac
LSP-294721-0020_1,1,4.3,0.74,MIDWAY,"['m', 'id', 'way']",3,-294721-0020,./train-other-500/8897/294721/8897-294721-0020.flac
LSP-70974-0037_1,1,4.47,0.55,ROBIN,"['ro', 'b', 'in']",3,-70974-0037,./train-other-500/6652/70974/6652-70974-0037.flac
LSP-126446-0001_1,1,2.3,0.6,ISSUS,"['is', 'su', 's']",3,-126446-0001,./train-other-500/568/126446/568-126446-0001.flac
LSP-258963-0056_1,1,1.78,0.63,FINDS,"['f', 'ind', 's']",3,-258963-0056,./train-other-500/7654/258963/7654-258963-0056.flac
LSP-64956-0031_1,1,8.51,0.5,PLEA,"['p', 'le', 'a']",3,-64956-0031,./train-clean-360/6341/64956/6341-64956-0031.flac
LSP-130974-0011_1,1,2.08,0.53,ASTRAY,"['as', 'tr', 'ay']",3,-130974-0011,./train-clean-360/373/130974/373-130974-0011.flac
LSP-63500-0072_1,1,4.4,0.52,VERNER,"['ver', 'n', 'er']",3,-63500-0072,./train-other-500/7239/63500/7239-63500-0072.flac
LSP-185493-0004_1,1,0.35,0.64,SEANCE,"['se', 'an', 'ce']",3,-185493-0004,./train-other-500/2541/185493/2541-185493-0004.flac
LSP-14931-0008_1,1,0.75,0.52,PIPER,"['p', 'i', 'per']",3,-14931-0008,./train-other-500/4447/14931/4447-14931-0008.flac
LSP-16632-0097_1,1,3.28,0.54,FINDER,"['f', 'ind', 'er']",3,-16632-0097,./train-clean-360/1752/16632/1752-16632-0097.flac
LSP-8591-0076_1,1,10.96,0.69,STILLY,"['st', 'il', 'ly']",3,-8591-0076,./train-other-500/7749/8591/7749-8591-0076.flac
LSP-275193-0009_1,1,12.47,0.5,DRILL,"['d', 'ri', 'll']",3,-275193-0009,./train-clean-100/8123/275193/8123-275193-0009.flac
LSP-80665-0042_1,1,4.14,0.5,BEATING,"['be', 'at', 'ing']",3,-80665-0042,./train-clean-360/7229/80665/7229-80665-0042.flac
LSP-131113-0052_1,1,1.23,0.66,ADHERE,"['ad', 'her', 'e']",3,-131113-0052,./train-clean-360/1058/131113/1058-131113-0052.flac
LSP-131228-0042_1,1,11.33,0.51,LUNG,"['l', 'un', 'g']",3,-131228-0042,./train-clean-360/511/131228/511-131228-0042.flac
LSP-129388-0002_1,1,2.14,0.5,CLOTHING,"['c', 'lo', 'thing']",3,-129388-0002,./train-clean-360/986/129388/986-129388-0002.flac
LSP-28252-0014_1,1,9.61,0.55,HIVE,"['h', 'i', 've']",3,-28252-0014,./train-other-500/2733/28252/2733-28252-0014.flac
LSP-76151-0001_1,1,15.15,0.72,WEAPON,"['we', 'ap', 'on']",3,-76151-0001,./train-other-500/6784/76151/6784-76151-0001.flac
LSP-274562-0090_1,1,1.08,0.66,KEATS,"['ke', 'at', 's']",3,-274562-0090,./train-clean-100/7780/274562/7780-274562-0090.flac
LSP-105167-0038_1,1,11.77,0.51,PERCY,"['per', 'c', 'y']",3,-105167-0038,./train-clean-360/7720/105167/7720-105167-0038.flac
LSP-296464-0025_1,1,5.21,0.58,TRAYS,"['tr', 'ay', 's']",3,-296464-0025,./train-other-500/5424/296464/5424-296464-0025.flac
